#str         HOA (kJ/mol)          error (kJ/mol)   
0 40.979       0.2942960080
1 36.3194       0.4853465401
2 38.9368       1.0196519263
3 41.1046       0.4578229812
4 35.1408       0.3232925160
5 37.4558       1.1193417046
6 41.4471       1.0044088205
7 42.3723       1.8357179812
8 39.8154       0.9840429253
9 38.4336       0.7500771980
10 40.9294       2.2100978236
11 40.1123       0.5014309074
12 39.5459       1.5308438008
13 37.8035       0.5294293164
14 39.3913       0.4412285789
15 39.9283       0.7751743137
16 39.6397       0.6590988043
17 37.2769       0.4996693194
18 43.0063       0.5086710981
19 39.3718       1.5229146199
20 41.0462       0.4542679986
21 40.8599       0.3490522620
22 40.1421       0.3447399629
23 40.4919       0.4287511005
24 40.9481       0.9276093005
25 39.983       0.3844817062
26 39.3477       0.9091462624
27 39.2886       0.5929957320
28 40.7685       1.2631707317
29 44.1031       0.7297686269
30 42.7415       1.0475499038
31 42.4757       0.7009320087
32 41.0825       1.2844414358
33 43.0512       1.5271110153
34 42.1439       2.0333176421
35 42.0057       0.9272412401
36 43.4634       0.5182696017
37 41.7256       0.9534211228
38 42.6043       0.7027520674
39 40.9236       0.8729611033
40 41.6785       0.9087318109
41 41.7068       0.4686169685
42 41.3764       0.4161679551
43 41.649       0.3399983460
44 41.6033       0.7200655451
45 42.5349       0.7724462448
46 46.2604       1.1229724121
47 44.1587       1.0978228095
48 45.2726       3.6225416961
49 44.0815       0.8694271676
50 43.0031       2.1177478622
51 44.2468       0.6295479604
52 42.2459       1.2736953002
53 43.5238       0.8622941004
54 43.6533       1.6869970049
55 42.8005       0.4944743976
56 43.635       0.4311280024
57 43.2395       1.2481045492
58 46.0817       1.9141151496
59 41.2091       0.3843657611
60 45.4838       0.6704621921
61 42.8793       1.3733368682
62 43.7202       1.3376937918
63 46.3799       0.8870920108
64 46.1406       2.7075502702
65 45.9713       1.3422092431
66 43.3353       1.5016814537
67 43.7189       1.8179301099
68 43.0464       2.4129100230
69 51.5703       6.6266509674
70 43.3349       1.2288117642
71 43.8745       1.7174583890
72 44.8544       1.8367264480
73 43.9386       2.4606302145
74 45.9287       0.5587187078
75 47.3281       1.2047929863
76 44.7817       1.3411268262
77 45.4611       0.9733189942
78 48.8269       2.0254614277
79 45.5723       1.6122955605
80 48.8222       2.6422436608
81 50.0358       0.9946602117
82 46.3516       3.1586747779
83 53.013       5.2196860727
84 52.9235       1.8431614678
85 48.9196       0.4685934852
86 47.6946       1.4427908235
87 48.0222       1.5291334259
88 47.1369       2.4832096677
89 47.4652       3.8134435443
90 53.7305       4.2010162952
91 51.7491       3.3435992852
92 47.7286       2.4752290814
93 51.411       1.3754591250
94 45.0951       3.0330849294
95 46.3304       1.9721633282
96 53.0644       3.6004311981
97 50.5668       1.2378225302
98 49.2372       1.9841574088
99 45.7717       1.5680338010
100 55.77       2.6702161342
101 57.1538       7.6029462514
102 46.3916       5.5722131525
103 49.1818       0.5805845832
104 54.1399       2.1693241381
105 48.3077       5.1413164806
106 47.912       1.5213929880
107 52.9955       3.3191560157
108 56.9066       4.9903852625
109 49.5862       2.7345676249
110 48.122       2.1394961835
111 53.0979       2.8049021919
112 45.7291       0.7800913246
113 51.1144       2.4080545378
114 59.9766       1.8837834982
115 64.3136       4.8736715958
116 54.7329       2.3274232439
117 46.3099       2.3282288969
118 45.4412       3.0616917732
119 50.2998       3.4169114851
120 53.2092       2.3844916625
121 49.5544       3.7841907272
122 52.2043       4.7080238425
123 54.968       4.0080339015
124 50.2563       4.3511894039
125 53.4128       11.2441925870
126 51.0228       8.5693718952
127 53.2875       3.4493686383
128 57.7119       2.9224349393
