1.070540020009502769e-04,-4.022301673889160156e+00
1.231210044352337718e-04,-3.961359977722167969e+00
4.815870124730281532e-05,-4.317181110382080078e+00
1.656340027693659067e-04,-3.848633289337158203e+00
1.936269982252269983e-04,-3.833966732025146484e+00
4.037579928990453482e-04,-3.547209262847900391e+00
2.028349990723654628e-04,-3.690140485763549805e+00
9.558330202708020806e-05,-4.126928329467773438e+00
3.524270141497254372e-04,-3.513755798339843750e+00
1.594490022398531437e-04,-3.856880903244018555e+00
1.914659951580688357e-04,-3.761911392211914062e+00
2.141250006388872862e-04,-3.731938838958740234e+00
2.523919974919408560e-04,-3.663296461105346680e+00
1.233530056197196245e-04,-3.972566366195678711e+00
2.135279937647283077e-04,-3.912099361419677734e+00
2.138679992640390992e-04,-3.748369216918945312e+00
1.370170066365972161e-04,-3.832113981246948242e+00
1.758160069584846497e-04,-3.855504274368286133e+00
3.885939950123429298e-04,-3.519593954086303711e+00
3.975399886257946491e-05,-4.424264907836914062e+00
6.410360219888389111e-05,-4.214458942413330078e+00
3.006799961440265179e-04,-3.580821990966796875e+00
2.335379977012053132e-04,-3.670466899871826172e+00
2.905879955505952239e-05,-4.523067474365234375e+00
8.328999683726578951e-05,-4.128846168518066406e+00
3.450569929555058479e-04,-3.524552345275878906e+00
7.657510286662727594e-05,-4.194969177246093750e+00
5.547279943129979074e-05,-4.300332546234130859e+00
5.475919897435232997e-05,-4.325762748718261719e+00
7.748039934085682034e-05,-4.181492328643798828e+00
2.388169923506211489e-05,-4.679174900054931641e+00
7.668539910810068250e-05,-4.176473140716552734e+00
4.009589974884875119e-05,-4.482301235198974609e+00
1.250450004590675235e-04,-3.943602561950683594e+00
7.770679803797975183e-05,-4.161109447479248047e+00
1.599459938006475568e-04,-4.001709938049316406e+00
