4.496660039876587689e-05,-4.388134479522705078e+00
1.858369942056015134e-04,-3.878081321716308594e+00
3.199159982614219189e-04,-3.510123252868652344e+00
4.902029832010157406e-05,-4.357540130615234375e+00
6.914119876455515623e-05,-4.197966575622558594e+00
3.190429997630417347e-04,-3.570960760116577148e+00
1.952290040208026767e-04,-3.752616405487060547e+00
1.597319933352991939e-04,-3.914397716522216797e+00
6.865600153105333447e-05,-4.181251525878906250e+00
9.485289774602279067e-05,-4.093953132629394531e+00
3.012939996551722288e-04,-3.572555780410766602e+00
1.296069967793300748e-04,-3.855588674545288086e+00
8.522749703843146563e-05,-4.228235244750976562e+00
8.322940266225486994e-05,-4.160176753997802734e+00
1.455710007576271892e-04,-3.829164266586303711e+00
2.341469917155336589e-05,-4.679175376892089844e+00
9.468689677305519581e-05,-4.116585254669189453e+00
2.892490010708570480e-04,-3.648914575576782227e+00
1.832970010582357645e-04,-3.803232431411743164e+00
7.596600335091352463e-05,-4.218304634094238281e+00
1.279680000152438879e-04,-4.054102897644042969e+00
4.945259934174828231e-05,-4.346389293670654297e+00
8.364630048163235188e-05,-4.185797214508056641e+00
4.228439938742667437e-04,-3.531161785125732422e+00
1.886669997475109994e-05,-4.742094039916992188e+00
2.779230126179754734e-04,-3.583644866943359375e+00
1.528629945823922753e-04,-3.846377134323120117e+00
6.354870129143819213e-05,-4.334418773651123047e+00
3.334529901621863246e-05,-4.528494834899902344e+00
2.322550062672235072e-05,-4.763278961181640625e+00
4.185979923931881785e-05,-4.425444126129150391e+00
3.437149862293154001e-04,-3.531477689743041992e+00
3.290530003141611814e-05,-4.529748916625976562e+00
2.443850098643451929e-04,-3.652709007263183594e+00
1.639560068724676967e-04,-3.833620548248291016e+00
6.223859963938593864e-05,-4.317605972290039062e+00
7.942420052131637931e-05,-4.082593917846679688e+00
2.599410072434693575e-04,-3.644487857818603516e+00
4.483009979594498873e-05,-4.333448410034179688e+00
2.237659937236458063e-04,-3.687062025070190430e+00
1.825780054787173867e-04,-3.893902540206909180e+00
9.343909914605319500e-05,-4.030219554901123047e+00
4.091449955012649298e-04,-3.537135124206542969e+00
7.427859964082017541e-05,-4.184288501739501953e+00
9.089549712371081114e-05,-4.058290481567382812e+00
3.488000074867159128e-04,-3.526196479797363281e+00
3.427269984968006611e-05,-4.453993320465087891e+00
1.114690021495334804e-04,-3.989406585693359375e+00
6.153519643703475595e-05,-4.260154247283935547e+00
1.844590005930513144e-04,-3.733155488967895508e+00
2.027989976340904832e-04,-3.731458425521850586e+00
3.024830075446516275e-04,-3.575759887695312500e+00
3.022089913429226726e-05,-4.525218963623046875e+00
1.892659929580986500e-04,-3.748411417007446289e+00
2.993700036313384771e-04,-3.576994180679321289e+00
4.223109863232821226e-05,-4.339029312133789062e+00
2.319419945706613362e-05,-4.679174900054931641e+00
2.430470049148425460e-04,-3.655466794967651367e+00
6.710190064040943980e-05,-4.217709064483642578e+00
6.769799801986664534e-05,-4.164249897003173828e+00
6.282569665927439928e-05,-4.185945987701416016e+00
1.833519927458837628e-04,-3.843608379364013672e+00
2.852560137398540974e-04,-3.616080284118652344e+00
1.474269956815987825e-04,-3.840049266815185547e+00
1.416180020896717906e-04,-3.871136903762817383e+00
1.534850016469135880e-04,-3.895742893218994141e+00
3.307440056232735515e-05,-4.529748916625976562e+00
3.627449914347380400e-04,-3.532589673995971680e+00
5.032890112488530576e-05,-4.299671173095703125e+00
2.733040018938481808e-04,-3.732922077178955078e+00
6.733689951943233609e-05,-4.241415023803710938e+00
2.046020017587579787e-05,-4.748932361602783203e+00
2.939849946415051818e-05,-4.543772220611572266e+00
1.394989958498626947e-04,-3.832113742828369141e+00
1.114749975386075675e-04,-4.017268657684326172e+00
1.013400033116340637e-04,-3.994204044342041016e+00
2.035390061791986227e-04,-3.713339090347290039e+00
1.410209952155128121e-04,-3.853325366973876953e+00
5.060900002717971802e-05,-4.338770389556884766e+00
1.885590027086436749e-04,-3.737232685089111328e+00
4.628090027836151421e-05,-4.311365604400634766e+00
1.121890018112026155e-04,-4.062139511108398438e+00
2.297159953741356730e-04,-3.676036119461059570e+00
7.763059693388640881e-05,-4.177601814270019531e+00
1.099729997804388404e-04,-3.979414701461791992e+00
1.343659969279542565e-04,-3.987193107604980469e+00
