#str         Henry coeff (mol/kg/Pa)          error (mol/kg/Pa)   
965        0.00140055       4.88967e-05
966        0.00279574       0.000261304
967        0.00487573       0.000230321
968        0.00298399       0.000542511
969        0.00177143       0.000190372
970        0.00451893       0.000287016
971        0.00121898       0.000106159
972        0.00234816       0.000112731
973        0.0024606       0.000440165
974        0.00153529       5.22943e-05
975        0.00228856       5.08395e-05
976        0.001566       0.000217031
977        0.00234137       0.000101959
978        0.00234145       0.000127821
979        0.00196851       0.00016297
980        0.000855338       5.05563e-05
981        0.00411922       0.000334466
982        0.0119343       0.00145022
983        0.00134168       3.91903e-05
984        0.00387634       0.000316037
985        0.00169585       0.000259627
986        0.00236553       0.00016614
987        0.00322968       6.97736e-05
988        0.00127414       0.000246254
989        0.00129441       4.95736e-05
990        0.00333134       0.000548197
991        0.00134217       8.83539e-05
992        0.00232973       0.000117601
993        0.00510416       0.000507361
994        0.00183073       6.73754e-05
995        0.00227963       0.000178759
996        0.00577426       0.000473562
997        0.00374795       0.0010697
998        0.00611941       0.00211423
999        0.00289228       0.000267029
1000        0.00369867       0.000423599
1001        0.00305988       0.000328408
1002        0.000927422       8.24039e-05
1003        0.00132016       0.000132777
1004        0.00712428       0.00108847
1005        0.00324516       0.00018862
1006        0.00319797       0.00025992
1007        0.0022532       0.000148654
1008        0.00354993       0.000404522
1009        0.00397732       0.000799906
1010        0.01038       0.00139594
1011        0.00365604       0.000506198
1012        0.00191042       0.000287301
1013        0.00333418       0.000465261
1014        0.00143121       0.000165456
1015        0.0023513       0.000473356
1016        0.00292863       0.000229668
1017        0.00150684       0.000184509
1018        0.00293618       0.000150282
1019        0.0024299       7.29106e-05
1020        0.0031451       0.000228639
1021        0.00219903       4.90299e-05
1022        0.00298847       0.00044458
1023        0.00165876       0.000144739
1024        0.00168802       0.000604178
1025        0.00353276       0.000277515
1026        0.00358329       0.00023815
1027        0.00318848       0.000112511
1028        0.00250653       0.00021789
1029        0.00501614       0.00033756
1030        0.00209941       0.000261992
1031        0.00175782       9.61182e-05
1032        0.0027564       0.000276726
1033        0.00488994       0.0015831
1034        0.00374374       0.000318186
1035        0.00326231       0.00124381
1036        0.0102793       0.000881092
1037        0.00351548       0.000431552
1038        0.00946967       0.00166125
1039        0.00243121       0.000132325
1040        0.0377389       0.00347295
1041        0.00579185       0.00038615
1042        0.00436437       0.00107987
1043        0.0340883       0.00352664
1044        0.0124421       0.00107359
1045        0.00988754       0.00124327
1046        0.00326937       0.000913411
1047        0.0423828       0.0209829
1048        0.00177358       0.000221936
1049        0.017286       0.00819611
1050        0.00697385       0.000905603
1051        0.00709704       0.000309936
1052        0.0168935       0.00682469
1053        0.0154556       0.0065523
1054        0.00734658       0.000335123
1055        0.00420239       0.00135756
1056        0.0104985       0.00562386
1057        0.0207266       0.00488173
1058        0.00468584       0.00034094
1059        0.00420462       0.000902755
1060        0.00774274       0.000691574
1061        0.0107063       0.00142611
1062        0.00432587       0.000341136
1063        0.00504853       0.000293657
1064        0.0145741       0.00439683
1065        0.00430026       0.00237318
1066        0.00754452       0.00149567
1067        0.00252416       0.00062835
1068        0.00504669       0.000571881
1069        0.0153527       0.00295734
1070        0.00259886       0.000298064
1071        0.00360597       0.00112564
1072        0.0126243       0.00141812
1073        0.00534371       0.000419682
1074        0.0072113       0.00134498
1075        0.00730277       0.000682702
1076        0.0119498       0.00205207
1077        0.0117759       0.00359069
1078        0.0381719       0.00579428
1079        0.0207406       0.00581364
1080        0.012044       0.00153697
1081        0.00587259       0.000250224
1082        0.0284531       0.00132061
1083        0.0120633       0.00171217
1084        0.00568318       0.000551521
1085        0.0136402       0.00447605
1086        0.0102616       0.00180659
1087        0.0272537       0.00179245
1088        0.00980576       0.000794148
1089        0.0766469       0.00476003
1090        0.00609869       0.00110896
1091        0.0133739       0.00077262
1092        0.0421003       0.0124123
1093        0.00709516       0.00091811
1094        0.00808519       0.00100139
1095        0.0144997       0.00224226
1096        0.0109813       0.00168536
1097        0.00668123       0.00187658
1098        0.0676039       0.00480603
1099        0.00406385       0.000350729
1100        0.149428       0.0419155
1101        0.0154648       0.0022666
1102        0.00847704       0.00306245
1103        0.0238206       0.00122124
1104        0.0193755       0.00524053
1105        0.00381727       0.000233911
1106        0.00753078       0.000729687
1107        0.148376       0.108287
1108        0.0120107       0.00171239
1109        0.00843802       0.00214636
1110        0.0259638       0.00555228
1111        0.00606339       0.000583295
1112        0.0723974       0.0386682
1113        0.00831922       0.000435153
1114        0.00319004       0.000319248
