#str         HOA (kJ/mol)          error (kJ/mol)   
0 56.6302       5.9727787975
1 54.9642       4.3838046947
2 39.7613       2.4253010075
3 42.325       9.8884252549
4 38.9544       1.4914791663
5 56.853       4.4330046543
6 47.5629       3.2482855408
7 49.5487       3.3800120879
8 38.968       1.3712226619
9 40.3966       1.3717424897
10 52.1147       4.2362134095
11 45.0899       7.5858009053
12 35.7901       8.2032618982
13 42.3113       4.8484061460
14 42.0476       4.0398075605
15 52.3667       2.4981439768
16 47.336       1.1651738536
17 51.5674       3.2124232908
18 46.4264       4.9696641084
19 44.4616       0.9619029436
20 38.9767       1.3492968940
21 65.1147       1.1688235515
22 48.3334       1.0293636152
23 50.2161       1.3591562640
24 67.5163       4.1133427270
25 58.1255       6.0348290023
26 46.1848       6.5643444175
27 51.6832       2.5779477770
28 52.2023       2.6281122024
29 48.55       0.8583230886
30 58.6868       2.1220923824
31 66.1372       5.1671055964
32 66.9932       3.6697531689
33 56.4511       7.4236772187
34 62.8322       5.4233305050
35 55.0418       8.9758456543
36 48.6581       1.3427140593
37 52.1959       6.0725554157
38 53.099       8.2050875631
39 51.2018       3.3671971220
40 35.2377       1.7546107721
41 37.0879       0.4252754084
42 34.3574       0.6169413989
43 36.9423       0.7811035589
44 35.1778       0.6409798944
45 32.6065       0.6262326021
46 37.3087       0.4220377156
47 35.3784       0.9758556605
48 33.0329       0.9005402694
49 38.0098       1.0146729011
50 37.6482       2.1745768860
51 37.2138       1.4288503762
52 37.018       0.3002144640
53 35.3046       0.7265869385
54 37.4578       0.3719220340
55 31.8391       0.4091830391
56 33.8324       0.8045959982
57 38.1478       1.1467968135
58 35.4159       0.3598900180
59 35.0929       0.2399827795
60 37.2473       0.4798067150
61 39.4342       0.3825324676
62 36.1681       0.8436560489
63 34.6645       2.1734983207
64 36.6337       1.4598431925
65 39.0007       1.6718885582
66 38.1216       0.6612719273
67 36.6659       0.4567389167
68 37.174       1.2439397746
69 34.5821       0.5969592975
70 34.1019       0.2143453980
71 36.7909       1.7163152624
72 36.9545       0.7506221400
73 46.8501       4.1168586782
74 33.454       0.7452308697
75 40.2884       0.3550985044
76 38.2592       2.6995973694
77 41.4867       0.7296457842
78 34.9974       0.8905851034
79 34.8141       0.5552807781
80 50.4272       4.8884807221
81 37.451       1.7721955079
82 44.0424       0.7329691521
83 50.0243       2.1519869118
84 49.9393       2.1723742246
85 37.7673       1.8072550390
86 38.7473       0.7412203643
87 49.3552       5.6756040005
88 36.7445       1.0947457156
89 36.1527       2.3791204111
90 39.095       4.0409452207
91 41.3772       2.3288930560
92 43.9848       1.1524712718
93 35.6087       0.8696254933
94 47.1197       5.2746001366
95 39.1853       0.6573341774
96 45.9189       1.4220236022
97 38.1383       0.9794390635
98 44.8256       1.5784488247
99 39.4156       5.0427415734
100 45.7333       0.5655102088
101 43.2522       0.8320690599
102 44.9611       0.7767186229
103 43.2639       1.1027629789
104 44.2969       0.8190008025
105 44.734       0.3575075649
106 45.8726       0.4914628471
107 45.038       1.3899500635
108 45.1813       1.1773232425
109 43.9859       1.0230330623
110 45.19       0.7324284633
111 43.8698       0.8466469393
112 43.0404       0.3976230819
113 44.7079       1.2411460605
114 46.3545       1.8752003072
115 46.5242       1.2501911122
116 45.6968       0.6576850640
117 43.6737       1.6140308411
118 44.093       0.4952082545
119 45.1665       0.5707182425
120 45.3594       1.0473271860
121 44.304       1.4192602344
122 44.9814       0.9279937119
123 42.9803       2.2027091393
124 46.6135       1.8848604090
125 46.0897       0.6995995448
126 47.0249       0.9057436031
127 44.6337       1.3473808747
128 48.3592       1.8951171593
129 50.0174       1.6933281940
130 47.1433       2.5857697141
131 47.5094       1.1829938633
132 47.5564       1.0619636596
133 47.0539       1.4513891560
134 44.8876       1.6767493740
135 45.5333       1.2610003190
136 47.6144       1.0934330600
137 46.7261       2.5254548223
138 45.0381       0.9976711113
139 44.5138       1.5102588297
140 40.2636       0.5757658214
141 35.9373       0.5958938803
142 35.8924       1.6018876059
143 37.1341       0.2507274030
144 40.6359       1.0314254080
145 37.278       0.5344328875
146 38.0899       0.3582412241
147 38.0872       0.7923095442
148 40.2691       1.4130268360
149 36.4898       1.1808854809
150 37.432       0.8471615636
151 39.2299       1.4312174422
152 38.3038       0.9721713610
153 35.3621       1.2275211786
154 38.8721       1.2041759182
155 39.6652       1.0778989051
156 36.4052       0.6867268027
157 38.4896       0.5844170372
158 36.3785       0.6178272859
159 39.8563       0.6488363152
160 42.2875       0.2177510560
161 41.388       1.4587590358
162 42.3598       0.7619333724
163 42.4409       1.0460285854
164 40.2828       0.7877970273
165 39.903       0.8413365978
166 40.3268       0.7362786356
167 39.6354       0.8736206745
168 37.515       0.7459894818
169 41.7615       1.0745925291
170 41.2337       0.4931957615
171 42.6037       0.7549413336
172 40.4043       0.6173728233
