#str         Henry coeff (mol/kg/Pa)          error (mol/kg/Pa)   
358        3.30656e-05       8.68387e-07
359        3.2626e-05       6.10222e-07
360        3.31379e-05       8.29177e-07
361        3.33898e-05       6.2512e-07
362        3.27141e-05       6.63093e-07
363        3.30744e-05       6.14653e-07
364        3.30322e-05       2.15987e-07
365        3.31529e-05       6.87795e-07
366        3.32766e-05       4.23493e-07
367        3.28046e-05       5.6395e-07
368        3.28976e-05       6.87042e-07
369        3.33174e-05       7.2531e-07
370        3.96017e-05       4.20224e-07
371        3.9823e-05       2.27031e-07
372        3.98049e-05       3.23219e-07
373        3.98818e-05       3.18906e-07
374        3.25489e-05       4.2481e-07
375        5.16886e-05       6.56673e-07
376        4.04044e-05       1.0849e-06
377        4.00961e-05       9.23084e-07
378        4.91573e-05       1.43758e-06
379        3.22727e-05       1.69748e-07
380        5.163e-05       9.59608e-07
381        3.22572e-05       2.8891e-07
382        3.96141e-05       5.77891e-07
383        4.98366e-05       1.37606e-06
384        3.21799e-05       2.86099e-07
385        4.79622e-05       7.28165e-07
386        4.96708e-05       6.17093e-07
387        3.23384e-05       3.8972e-07
388        3.22922e-05       1.72771e-07
389        3.98441e-05       5.39926e-07
390        5.64174e-05       1.40609e-06
391        4.9787e-05       8.47195e-07
392        5.14689e-05       2.50792e-06
393        5.07436e-05       2.02458e-06
394        5.56873e-05       9.31358e-07
395        5.30676e-05       7.26035e-07
396        4.97341e-05       1.52069e-06
397        5.63178e-05       2.34851e-06
398        5.60862e-05       1.30995e-06
399        5.6673e-05       2.3438e-06
400        5.31406e-05       1.17847e-06
401        5.41703e-05       1.13393e-06
402        5.63087e-05       1.74431e-06
403        4.98524e-05       7.55518e-07
404        5.74661e-05       1.90673e-06
405        4.96456e-05       1.56045e-06
406        5.04109e-05       1.17755e-06
407        5.08848e-05       8.15324e-07
408        5.54728e-05       1.96592e-06
409        5.7691e-05       2.70385e-06
410        6.90308e-05       1.54143e-06
411        6.93854e-05       1.4162e-06
412        6.91724e-05       1.50904e-06
413        7.17832e-05       2.05993e-06
414        6.91064e-05       9.07239e-07
415        7.01874e-05       2.73376e-06
416        7.16119e-05       3.50638e-06
417        7.09579e-05       3.3662e-06
418        7.00159e-05       5.96561e-07
419        6.97944e-05       7.05134e-07
420        7.15784e-05       1.50295e-06
421        7.47585e-05       3.03023e-06
422        7.41421e-05       4.51851e-06
423        7.11053e-05       1.55787e-06
424        7.5966e-05       2.29626e-06
425        7.3308e-05       4.0859e-06
426        7.14502e-05       1.41352e-06
427        7.15225e-05       3.23726e-06
428        6.97589e-05       1.72302e-06
429        7.10475e-05       6.30699e-06
430        9.93434e-05       1.87074e-06
431        0.000101085       8.192e-06
432        8.329e-05       2.28232e-06
433        9.76209e-05       2.34125e-06
434        8.29205e-05       2.40391e-06
435        8.67825e-05       2.08485e-06
436        8.75904e-05       5.19831e-06
437        8.72135e-05       3.31853e-06
438        9.99819e-05       1.65015e-06
439        9.14105e-05       3.97925e-06
440        9.0744e-05       5.95012e-06
441        8.58462e-05       2.46301e-06
442        8.82973e-05       4.06655e-06
443        9.26982e-05       4.52697e-06
444        0.000102299       1.33796e-06
445        9.52552e-05       6.39015e-06
446        8.63538e-05       3.1244e-06
447        9.56868e-05       5.15093e-06
448        9.57892e-05       1.40511e-06
449        0.000100524       3.8458e-06
450        0.000261937       1.32475e-05
451        0.000228511       7.29305e-06
452        0.000229716       3.22392e-06
453        0.000283148       5.98129e-06
454        0.000234472       5.45227e-06
455        0.000265087       4.1353e-06
456        0.000257514       6.38699e-07
457        0.000208641       5.11559e-06
458        0.000249361       5.23979e-06
459        0.000248948       4.34052e-06
460        0.000239625       5.75336e-06
461        0.000252752       3.57552e-06
462        0.000229434       4.31222e-06
463        0.00024717       8.92627e-06
464        0.00024451       5.98268e-06
465        0.000256417       6.67014e-06
466        0.000248626       3.38928e-06
467        0.000254013       4.18279e-06
468        0.000241495       4.36636e-06
469        0.000229111       2.33923e-06
470        0.000261595       8.4434e-06
471        0.000259941       7.17857e-06
472        0.000246926       8.59134e-06
473        0.000236837       2.73772e-06
474        0.000251376       2.38472e-06
475        0.000230542       1.92888e-06
476        0.000250772       5.65827e-06
477        0.000222907       4.67054e-06
478        0.000223822       3.85283e-06
479        0.000252109       7.56591e-06
480        0.000244306       6.03331e-06
481        0.000248944       5.35274e-06
482        0.000233538       5.37624e-06
483        0.000252219       4.67906e-06
484        0.00023921       4.59244e-06
485        0.000277048       3.55765e-06
486        0.000242753       7.76516e-06
487        0.000237912       9.79531e-07
488        0.000237769       2.83165e-06
