#str         Henry coeff (mol/kg/Pa)          error (mol/kg/Pa)   
55        6.7225e-05       1.30068e-06
56        9.93805e-05       2.99876e-06
57        3.15693e-05       2.67092e-06
58        4.9328e-05       1.41403e-06
59        8.61813e-05       3.43144e-06
60        4.26385e-05       1.70779e-06
61        3.99313e-05       2.43549e-06
62        8.03697e-05       2.2305e-06
63        4.66742e-05       3.44568e-06
64        3.42233e-05       2.185e-06
65        7.16612e-05       7.83416e-06
66        3.8231e-05       2.25498e-06
67        9.01543e-05       4.25134e-06
68        7.38211e-05       5.65748e-06
69        4.41714e-05       3.02407e-06
70        6.11351e-05       1.00752e-06
71        8.61903e-05       2.67322e-06
72        7.76966e-05       3.98871e-06
73        6.45128e-05       9.10874e-07
74        6.55096e-05       8.56072e-07
75        9.7993e-05       4.05649e-06
76        3.58885e-05       7.21338e-07
77        5.51607e-05       3.41778e-06
78        5.00031e-05       1.16397e-06
79        5.39487e-05       2.03773e-06
80        8.11628e-05       8.33854e-07
81        2.95086e-05       1.64109e-06
82        3.35973e-05       6.66986e-07
83        4.56797e-05       4.00174e-06
84        0.000106537       1.70987e-06
85        6.61679e-05       1.89703e-06
86        6.36629e-05       1.58226e-06
87        4.84818e-05       8.73772e-07
88        7.05088e-05       4.08308e-06
89        7.77772e-05       4.94011e-06
90        5.44481e-05       3.034e-06
91        5.95325e-05       1.3476e-06
92        6.15918e-05       1.75465e-06
93        8.92376e-05       3.30684e-06
94        5.43471e-05       3.06955e-06
95        7.6209e-05       4.30732e-06
96        6.52543e-05       1.68982e-06
97        7.41903e-05       2.31171e-06
98        6.9529e-05       3.97816e-06
99        6.74694e-05       2.59938e-06
100        6.08735e-05       1.88391e-06
101        9.93581e-05       2.1846e-06
102        7.92576e-05       3.26456e-06
103        7.14151e-05       1.26244e-06
104        5.90853e-05       8.87043e-07
105        8.46278e-05       1.8089e-06
106        3.3135e-05       5.33953e-06
107        5.80813e-05       3.9453e-06
108        4.08647e-05       1.78183e-06
109        3.25679e-05       4.6326e-06
110        6.64966e-05       8.76347e-07
111        6.88486e-05       2.14805e-06
112        6.75435e-05       2.12783e-06
113        3.63839e-05       6.6935e-07
114        4.82167e-05       1.38187e-06
115        9.95717e-05       3.89722e-06
116        5.28132e-05       1.69077e-06
117        7.11474e-05       1.16854e-06
118        5.72799e-05       1.77278e-06
119        5.49597e-05       3.41048e-06
120        7.07684e-05       1.94155e-06
121        5.79958e-05       1.70956e-06
122        8.14256e-05       3.5334e-06
123        2.9974e-05       3.84366e-06
124        4.77468e-05       1.2367e-06
125        5.88302e-05       2.48254e-06
126        3.93971e-05       4.4932e-06
127        0.000105889       1.47085e-06
128        0.000101582       2.80433e-06
129        3.28696e-05       3.19219e-07
130        4.07296e-05       8.67404e-07
131        4.03852e-05       4.33338e-06
132        5.84338e-05       3.29751e-06
133        7.15199e-05       7.19949e-06
134        0.000107973       3.25738e-06
135        0.000100143       2.35836e-06
136        0.000104135       1.90745e-06
137        4.20886e-05       9.85078e-07
138        6.97461e-05       2.00763e-06
139        6.78191e-05       1.71991e-06
140        1.13516e-05       3.33294e-07
141        4.27465e-05       1.69967e-06
142        7.12256e-05       8.50641e-07
143        6.41153e-05       1.97637e-06
144        3.40146e-05       6.843e-07
145        7.94156e-05       6.74575e-06
146        5.3735e-05       1.46166e-06
147        3.61197e-05       4.05049e-06
148        3.37751e-05       4.90419e-06
149        9.64203e-05       3.1461e-06
150        0.000141112       3.38364e-06
151        0.000129793       6.64372e-06
152        8.92499e-05       1.97915e-06
153        0.000169387       1.30183e-05
154        0.000105545       3.21957e-06
155        0.000107056       4.92907e-06
156        9.90076e-05       5.60499e-06
157        5.82472e-05       1.52175e-06
158        0.000110001       3.60308e-06
159        6.95338e-05       6.25127e-06
160        0.000123593       1.2248e-06
161        9.62142e-05       2.15697e-06
162        6.24417e-05       1.23105e-06
163        9.2803e-05       1.18619e-06
164        9.96523e-05       3.58834e-06
165        0.000133249       3.89807e-06
166        6.8755e-05       3.89369e-06
167        0.000102045       7.84541e-06
168        0.000110908       2.0802e-06
169        0.000112032       1.3608e-06
170        0.000120475       1.24937e-06
171        0.000132341       3.04866e-06
172        0.000115921       7.85087e-06
173        0.000131646       4.88284e-06
174        8.67432e-05       7.24987e-06
175        9.60285e-05       5.25319e-06
176        5.42748e-05       1.48081e-06
177        0.000106294       5.04204e-06
178        0.000177685       9.04327e-07
179        9.91158e-05       6.58938e-06
180        7.52925e-05       2.77838e-06
181        8.49808e-05       4.18782e-06
182        7.35424e-05       3.57503e-06
183        0.000145365       1.13526e-05
184        0.000168735       2.60078e-06
185        0.000111132       1.98406e-06
186        7.93263e-05       2.54453e-06
187        0.000111617       5.27902e-06
188        5.47448e-05       1.78067e-06
189        0.000104445       5.30969e-06
190        4.16002e-05       3.06525e-06
191        0.000108372       2.69922e-06
192        0.000163626       3.77561e-06
193        0.000111517       6.06498e-06
194        3.74546e-05       6.03451e-07
195        0.000105176       6.49672e-06
196        0.000143811       1.57969e-06
197        9.22855e-05       1.67345e-06
198        6.16651e-05       4.01854e-06
199        9.73129e-05       1.78311e-06
200        7.20569e-05       1.51666e-06
201        6.64373e-05       1.38228e-06
202        5.96574e-05       1.16125e-06
203        8.23754e-05       2.48829e-06
204        7.33074e-05       2.33203e-06
205        0.000133654       3.96693e-06
206        0.000120441       3.30709e-06
207        0.000130935       5.3272e-06
208        5.93578e-05       5.42838e-06
209        5.6558e-05       2.19576e-06
210        8.44547e-05       4.95196e-06
211        7.34248e-05       4.30147e-06
212        8.39606e-05       3.93377e-06
213        0.000131483       5.25098e-06
214        0.000127963       8.59728e-07
215        7.74956e-05       5.88328e-06
216        0.000104463       2.16837e-06
217        0.000135453       2.7743e-06
218        0.000102917       1.76537e-06
219        0.000111567       1.47353e-06
220        5.52067e-05       2.2648e-06
221        0.000149895       3.12896e-06
222        0.000302087       1.35405e-05
223        8.66906e-05       3.48047e-06
224        9.10628e-05       4.64891e-06
225        9.20141e-05       4.6699e-06
226        0.000109652       1.81328e-06
227        9.72739e-05       4.69786e-06
228        0.000103019       3.02619e-06
229        7.46699e-05       2.23369e-06
230        0.000132088       1.72592e-06
231        0.000105473       3.47295e-06
232        8.87011e-05       8.67222e-06
233        0.000123324       4.56813e-06
234        7.96016e-05       4.79315e-06
235        0.000116781       1.80727e-06
236        7.37888e-05       6.86306e-06
237        0.00011527       2.52596e-06
238        4.72475e-05       1.50637e-06
239        0.000125472       2.33045e-06
240        0.000105255       2.40909e-06
241        0.000105849       2.75842e-06
242        0.000109621       3.69476e-06
243        8.61135e-05       1.85185e-06
244        0.000141471       4.92131e-06
245        9.05564e-05       1.74837e-06
246        0.000137912       2.56383e-06
247        0.000122837       4.39344e-06
248        0.000130821       1.80241e-06
249        7.1569e-05       7.33525e-06
250        0.000105715       4.81468e-06
251        6.93934e-05       8.4453e-06
252        5.84855e-05       4.48034e-06
253        0.000105258       4.8212e-06
254        4.63238e-05       3.40717e-06
255        0.000114894       4.26707e-06
256        4.71779e-05       3.34143e-06
257        7.95366e-05       8.65993e-07
258        0.000112942       5.30302e-06
259        0.000126488       1.83683e-06
260        0.000121231       8.93058e-06
261        9.56324e-05       3.2e-06
262        0.000115131       2.64967e-06
263        0.000132777       2.27397e-06
264        7.52839e-05       2.02073e-06
265        0.00013654       3.22502e-06
266        0.000122926       2.90302e-06
267        0.000146102       1.26451e-06
268        9.30654e-05       2.51417e-06
269        0.000105828       5.71338e-06
270        0.000168504       1.30077e-06
271        8.23627e-05       1.85974e-06
272        7.96309e-05       3.11391e-06
273        0.0001296       4.82548e-06
274        6.28178e-05       5.17173e-06
275        0.000109891       4.46375e-06
276        0.000100108       6.63222e-06
277        0.000102229       8.79619e-06
278        0.000126705       3.13532e-06
279        8.745e-05       2.69294e-06
280        0.000115446       5.41045e-06
281        9.89095e-05       5.25203e-06
282        8.12068e-05       3.17699e-06
283        8.80561e-05       4.05619e-06
284        7.79289e-05       8.5225e-07
285        0.000111641       2.86177e-06
286        0.000131362       2.72661e-06
287        9.0914e-05       1.94666e-06
288        9.69888e-05       2.78184e-06
289        8.04869e-05       1.97464e-06
290        0.000111204       3.05554e-06
291        0.000121573       3.05899e-06
292        0.000109215       3.97957e-06
293        9.83432e-05       4.22651e-06
294        0.000110726       7.94705e-06
295        0.000127053       2.38085e-06
296        6.605e-05       8.3423e-06
297        0.000108562       3.62072e-06
298        8.20568e-05       3.98694e-06
299        0.00010339       2.15556e-06
300        4.58743e-05       5.71156e-07
301        0.000108332       2.52535e-06
302        8.5599e-05       1.19904e-06
303        0.000107717       3.43562e-06
304        4.68959e-05       1.81952e-06
305        0.000111076       1.64753e-06
306        7.21903e-05       1.30347e-06
307        7.26361e-05       5.06915e-06
308        5.9958e-05       3.48371e-06
309        9.63129e-05       1.85387e-06
310        0.000110067       4.99919e-06
311        0.000111698       5.03517e-06
312        0.000124272       6.18003e-06
313        9.37989e-05       1.16787e-05
314        9.51907e-05       2.98645e-06
315        0.000100769       4.20871e-06
316        7.06122e-05       3.75228e-06
317        8.76176e-05       1.02633e-06
318        0.000145309       2.77475e-06
319        0.000121167       1.81939e-06
320        0.000112939       6.43855e-07
321        0.000106124       3.5996e-06
322        7.21527e-05       2.81313e-06
323        4.89194e-05       8.91275e-07
324        0.000115558       5.3829e-06
325        0.000142046       3.71426e-06
326        4.80956e-05       8.7815e-07
327        0.000116289       3.90754e-06
328        7.02657e-05       2.07598e-06
329        0.00013436       3.5718e-06
330        0.000158126       2.24833e-06
331        5.26585e-05       4.42205e-06
332        0.000151476       3.92937e-06
333        7.64935e-05       6.10465e-06
334        6.03239e-05       1.83506e-06
335        0.000148708       2.12152e-06
336        0.000133423       1.89234e-06
337        0.000114754       5.22417e-06
338        9.09772e-05       4.30834e-06
339        6.67827e-05       1.30096e-06
340        8.24914e-05       3.50434e-06
341        0.000135574       2.42634e-06
342        0.00012158       8.4107e-07
343        0.000127267       2.27191e-06
344        0.000131362       2.32567e-06
345        0.000100738       5.33916e-06
346        7.02334e-05       1.66307e-06
347        0.000132463       3.71261e-06
348        0.000106827       6.53858e-06
349        0.000176603       1.6916e-05
350        0.00013797       7.74124e-06
351        0.000144966       7.35112e-06
352        0.000169153       4.74165e-06
353        0.000120015       6.33631e-06
354        0.000114293       5.36296e-06
355        0.000111103       1.5041e-06
356        0.000116041       3.54232e-06
357        0.000176137       4.54868e-06
358        0.000216794       7.16361e-06
359        0.000233712       4.76613e-06
360        0.000192174       4.18932e-06
361        9.42839e-05       7.90252e-06
362        0.000200225       2.40538e-06
363        0.000170809       2.61786e-06
364        0.000108693       2.29968e-06
365        6.27568e-05       1.08863e-06
366        9.7402e-05       2.17063e-06
367        8.11833e-05       2.92705e-06
368        0.000182581       1.70478e-05
369        0.000101542       6.15122e-06
370        0.000101233       6.13376e-06
371        0.000107731       7.76692e-06
372        0.000112513       3.39031e-06
373        0.000193537       3.84818e-06
374        0.000126941       3.90603e-06
375        0.00016638       1.88448e-06
376        0.000167862       4.8509e-06
377        0.000172216       4.52656e-06
378        0.000191825       6.73327e-06
379        0.000157845       1.11277e-05
380        0.000161251       1.0791e-05
381        0.000135327       3.09903e-06
382        0.000100397       4.95556e-06
383        0.00016112       2.64199e-06
384        0.00011021       2.24348e-06
385        0.000158167       4.6907e-06
386        8.56773e-05       6.24733e-06
387        0.000188404       9.2241e-06
388        0.000211422       3.67156e-06
389        0.000190062       1.72287e-06
390        9.93713e-05       2.46258e-06
391        0.000127867       3.51622e-06
392        0.000128532       2.00674e-06
393        0.000100915       6.10565e-06
394        0.00015082       2.74053e-06
395        0.00012175       8.80311e-06
396        0.000123774       1.86286e-06
397        0.000152687       4.18946e-06
398        0.000111373       6.16931e-06
399        0.000155155       2.93251e-06
400        0.000211744       6.39776e-06
401        0.000163862       5.42222e-06
402        0.000127994       2.27495e-06
403        0.000126615       1.35335e-06
404        0.000160799       4.74974e-06
405        0.000516705       3.97175e-05
406        9.32157e-05       2.58055e-06
407        0.000100535       4.31649e-06
408        0.000141733       5.78376e-06
409        0.000121638       1.50856e-06
410        0.000123021       4.63153e-07
411        7.52023e-05       2.69929e-06
412        0.000100407       1.89639e-06
413        0.000103899       1.05203e-06
414        0.000111485       5.6223e-06
415        0.000136898       4.14913e-06
416        0.000217607       2.66098e-06
417        0.00010806       3.35122e-06
418        0.000123796       7.24641e-06
419        0.000129849       5.63079e-06
420        0.000119034       4.01372e-06
421        0.000194444       2.37891e-06
422        0.000187175       6.88721e-06
423        8.26083e-05       5.08709e-06
424        0.000179271       2.28745e-06
425        0.000192127       8.14211e-06
426        0.000182477       5.78787e-06
427        0.000212291       6.82696e-06
428        8.05402e-05       2.52199e-06
429        0.000178366       1.32584e-05
430        0.000151385       7.29749e-06
431        9.81405e-05       2.23749e-06
432        0.000166819       4.30384e-06
433        0.000143895       2.1582e-06
434        0.000112529       5.10713e-06
435        0.000118523       2.31283e-06
436        8.49572e-05       2.5217e-06
437        7.31213e-05       2.16885e-06
438        0.000127462       1.91648e-06
439        0.000160823       5.75007e-06
440        0.000153318       6.54725e-06
441        0.000227485       1.37725e-05
442        9.56937e-05       4.88877e-06
443        0.000117737       1.31593e-06
444        0.000121727       3.44653e-06
445        0.000116796       6.37932e-06
446        0.00015337       5.24932e-06
447        0.000122699       2.90738e-06
448        9.90706e-05       3.6209e-06
449        0.000198291       1.81807e-05
450        0.000187036       4.86133e-06
451        0.000112683       3.89003e-06
452        0.000343393       1.39986e-05
453        0.000126844       3.02077e-06
454        0.000105142       4.12788e-06
455        0.000124171       2.38957e-06
456        0.000473224       8.46561e-05
457        0.000146683       2.52634e-06
458        0.000103709       2.20913e-06
459        0.000148423       5.38715e-06
460        0.000122536       2.88232e-06
461        0.000119358       6.03849e-06
462        9.21347e-05       2.47197e-06
463        0.000106077       4.52176e-06
464        0.000186223       8.39949e-06
465        0.000219567       7.73682e-06
466        0.000139189       3.74945e-06
467        0.000213297       2.35251e-06
468        0.000143291       6.26176e-06
469        0.0001185       6.32322e-06
470        0.000134037       6.64721e-06
471        6.96393e-05       1.91781e-06
472        0.000149332       2.82254e-06
473        9.83035e-05       1.17777e-05
474        0.000214633       3.61187e-06
475        0.00013105       6.65429e-06
476        0.000107516       6.08086e-06
477        7.53307e-05       3.11828e-06
478        0.000104376       5.64467e-06
479        0.000188947       4.51188e-06
480        0.000190299       1.22124e-05
481        9.48415e-05       3.08059e-06
482        0.000127534       2.82893e-06
483        0.000131008       4.44942e-06
484        0.000135761       5.5171e-06
485        0.000255329       7.75924e-06
486        0.000192211       4.73011e-06
487        9.18448e-05       4.71895e-06
488        0.000127948       5.88123e-06
489        0.000100722       2.71961e-06
490        0.000162534       2.56896e-06
491        8.8638e-05       1.7585e-06
492        0.000156256       5.02101e-06
493        6.31995e-05       1.24269e-06
494        0.00011002       2.14345e-06
495        0.000125765       2.272e-06
496        0.00012425       2.5594e-06
497        0.000142567       2.12464e-06
498        0.000120822       1.27165e-06
499        0.00010866       2.31939e-06
500        0.000134979       3.68251e-06
501        0.000154478       4.99729e-06
502        0.000158986       7.04282e-06
503        0.00017704       3.48844e-06
504        0.000133216       1.14869e-05
505        8.03236e-05       5.7264e-06
506        9.87693e-05       5.53889e-06
507        0.000133092       4.89887e-06
508        0.000122928       7.15395e-06
509        0.000167498       3.13411e-06
510        9.60407e-05       6.5908e-06
511        0.000100401       5.6285e-06
512        0.000152634       5.06548e-06
513        0.000102985       3.74921e-06
514        0.000213949       2.92421e-06
515        0.000361111       2.4843e-05
516        0.000163796       4.38583e-06
517        0.000133191       6.23044e-06
518        0.000102967       1.07312e-05
519        0.000112684       3.21633e-06
520        0.000170287       7.28942e-06
521        0.000160685       2.9618e-06
522        0.00011333       3.16544e-06
523        0.000110526       5.47389e-06
524        0.000190629       5.03774e-06
525        0.000304693       1.33376e-05
526        0.000114662       1.55416e-06
527        0.000111539       6.00471e-06
528        0.00015197       4.27919e-06
529        0.000133875       4.34467e-06
530        0.000157732       4.16065e-06
531        0.000104131       7.98884e-06
532        9.07832e-05       2.57737e-06
533        0.000172923       7.14258e-06
534        8.72288e-05       1.3867e-06
535        0.000178713       2.11345e-06
536        0.000197575       4.30168e-06
537        8.79508e-05       5.29996e-06
538        0.000154036       7.07476e-06
539        0.000220238       2.53523e-06
540        0.000209538       3.79769e-06
541        0.000235668       6.25313e-06
542        0.00015616       8.16549e-06
543        0.000123927       3.24249e-06
544        0.000133032       6.98498e-06
545        0.000295646       1.0897e-05
546        0.000153021       3.39837e-06
547        0.000153719       1.57157e-06
548        0.000127347       5.43136e-06
549        8.06492e-05       4.06772e-06
550        7.61509e-05       3.55853e-06
551        0.000135236       6.58216e-06
552        0.000179116       6.91917e-06
553        0.000199828       7.2945e-06
554        0.000184556       6.63729e-06
555        0.000222882       5.06635e-06
556        0.000155502       3.46041e-06
557        0.000150586       7.28354e-06
558        0.000114154       6.19685e-06
559        0.000136859       2.04495e-06
560        0.000113382       4.33038e-06
561        0.000308637       2.35099e-05
562        0.000134025       5.06495e-06
563        0.000113       4.78849e-06
564        0.00014771       3.33037e-06
565        0.00013359       2.82534e-06
566        9.74517e-05       2.48388e-06
567        0.000220951       5.02641e-06
568        0.000139526       6.51317e-06
569        0.000130357       5.71385e-06
570        0.000240625       9.08202e-06
571        0.000482957       6.07607e-05
572        0.000128187       3.59754e-06
573        0.000122571       5.78412e-06
574        0.000139721       3.59101e-06
575        0.000111016       3.84137e-06
576        0.000119056       4.24366e-06
577        9.52728e-05       2.84757e-06
578        0.000115536       1.5321e-06
579        8.99214e-05       6.88866e-06
580        9.9857e-05       6.4278e-06
581        0.000122443       3.6572e-06
582        0.000131109       3.80203e-06
583        0.000239188       3.85914e-06
584        0.000102543       3.5832e-06
585        0.000136888       4.1282e-06
586        7.96443e-05       4.07233e-06
587        0.000174983       3.25066e-06
588        9.32942e-05       3.97666e-06
589        0.000132147       6.78246e-06
590        0.00012588       9.06178e-06
591        0.000132738       2.46696e-06
592        0.000158874       5.3354e-06
593        0.000341098       5.19372e-06
594        0.000199137       4.68298e-06
595        0.000127283       4.62908e-06
596        0.000105757       1.66179e-06
597        0.000112111       3.51445e-06
598        0.000175705       2.4736e-06
599        0.000112558       1.90607e-06
600        0.000232087       8.30674e-06
601        0.00011228       3.76463e-06
602        0.000156185       5.54503e-06
603        0.000136795       4.4889e-06
604        5.99215e-05       8.25138e-07
605        7.68005e-05       2.612e-06
606        0.000145818       3.67578e-06
607        0.000152886       8.70005e-06
608        0.000100088       3.62257e-06
609        0.000157544       5.52701e-06
610        0.000119648       5.88611e-06
611        9.74104e-05       1.81532e-06
612        6.40771e-05       2.08967e-06
613        0.000173892       3.24643e-06
614        7.08706e-05       3.0563e-06
615        0.000119346       3.65498e-06
616        0.000120961       1.65029e-06
617        0.000112136       1.80917e-06
618        0.000226528       1.23135e-06
619        0.000136987       1.99154e-06
620        0.000225519       5.6543e-06
621        9.08393e-05       3.48495e-06
622        0.00013106       5.00514e-06
623        0.000133375       4.10268e-06
624        0.00017253       3.78573e-06
625        0.000118961       4.33118e-06
626        0.000133623       5.41502e-06
627        0.000130911       3.46402e-06
628        0.000150517       3.12641e-06
629        0.000116282       8.78585e-06
630        0.00021676       3.35362e-06
631        0.000242294       1.53527e-05
632        0.000167082       3.61468e-06
633        0.000205476       1.16714e-06
634        0.000126184       3.20136e-06
635        0.000105128       3.89918e-06
636        0.000138154       7.11524e-06
637        0.000122208       5.92011e-06
638        0.000181104       8.7296e-06
639        0.000124199       2.41778e-06
640        7.71086e-05       3.98265e-06
641        9.31744e-05       3.18749e-06
642        0.000190661       5.72179e-06
643        0.000152193       3.53595e-06
644        0.000162799       2.89626e-06
645        0.000166954       9.23974e-06
646        0.000123501       2.5151e-06
647        0.000159056       2.79739e-06
648        0.000161309       3.01859e-06
649        8.89409e-05       2.49979e-06
650        7.73766e-05       2.03599e-06
651        0.00013592       4.47318e-06
652        8.32406e-05       2.34643e-06
653        0.000163586       5.17767e-06
654        0.000150023       2.30958e-06
655        0.000130493       3.76043e-06
656        0.000257243       3.59277e-06
657        0.000152488       5.23818e-06
658        0.000127725       6.47116e-06
659        0.000121461       4.21402e-06
660        0.000110653       3.53597e-06
661        0.000206751       3.38089e-06
662        0.000168931       2.43168e-06
663        9.91536e-05       1.27103e-06
664        0.000116288       5.04233e-06
665        0.00013633       3.41689e-06
666        0.000146289       3.95984e-06
667        0.000116282       4.19942e-06
668        9.90028e-05       4.33014e-06
669        0.000141529       6.92925e-06
670        0.000138699       6.60786e-06
671        0.000104625       7.2033e-06
672        0.000331089       1.93772e-05
673        0.000170209       5.39512e-06
674        8.6106e-05       3.0973e-06
675        0.000121107       3.378e-06
676        0.000140736       3.91761e-06
677        0.00014247       4.1437e-06
678        0.000168622       8.42323e-06
679        0.000242499       1.01476e-05
680        0.00013477       3.48518e-06
681        0.000114933       2.97846e-06
682        0.000130081       4.19514e-06
683        0.000156901       2.28643e-06
684        0.000113559       4.14512e-06
685        0.00011025       6.5306e-06
686        8.95296e-05       4.07641e-06
687        0.00023457       8.80588e-06
688        0.000130416       1.92683e-06
689        0.000170038       3.78249e-06
690        0.000269515       1.15475e-05
691        0.000104066       6.29276e-06
692        8.24023e-05       2.99472e-06
693        0.000180708       6.40104e-06
694        4.83129e-05       1.38098e-06
695        0.000152058       3.22331e-06
696        0.000156487       9.52901e-07
697        0.000122877       3.79446e-06
698        0.000279164       6.56395e-06
699        0.000312048       2.0919e-05
700        0.000108168       7.14442e-06
701        0.000122738       4.852e-06
702        0.000276887       1.74415e-05
703        0.000144589       7.42003e-06
704        0.000273587       2.83936e-05
705        0.00010022       3.24257e-06
706        0.000264071       6.33464e-06
707        0.000111498       3.8761e-06
708        0.000140977       7.96484e-06
709        9.62644e-05       4.8717e-06
710        0.000162763       7.14178e-06
711        6.57669e-05       1.74318e-06
712        0.000101391       2.16125e-06
713        0.00013663       2.16793e-06
714        6.9703e-05       7.72082e-06
715        0.000115054       2.91957e-06
716        0.000168825       4.90929e-06
717        0.000168481       3.91795e-06
718        0.000121184       6.23008e-06
719        0.000123559       4.34838e-06
720        0.000156963       3.97163e-06
721        0.000128433       3.77043e-06
722        0.000126637       4.021e-06
723        0.000149978       1.17576e-05
724        0.000128322       5.51777e-06
725        5.44622e-05       1.37139e-06
726        6.9498e-05       2.996e-06
727        0.0001489       7.11217e-06
728        0.000102344       4.24406e-06
729        0.000127856       4.75677e-06
730        0.000205894       1.11988e-05
731        0.000141508       4.00918e-06
732        0.000155194       2.75846e-06
733        0.000120824       2.37805e-06
734        0.000179954       1.34846e-05
735        0.000146725       8.04907e-06
736        0.00028373       1.70883e-05
737        0.000115989       4.9999e-06
738        0.000115974       9.44398e-06
739        0.000135588       7.85477e-06
740        0.00016106       5.18521e-06
741        9.37176e-05       3.92907e-06
742        0.000140144       3.30397e-06
743        9.12664e-05       5.75608e-06
744        0.000106354       5.205e-06
745        9.15047e-05       3.22274e-06
746        0.000126485       4.26962e-06
747        0.000115726       1.72118e-06
748        0.000194       6.48051e-06
750        0.000139542       8.7246e-06
751        0.000115849       5.55587e-06
752        0.000545691       1.80727e-05
753        0.000158764       1.311e-05
754        0.000248173       1.20281e-05
755        9.51846e-05       1.64974e-06
756        0.000171458       8.743e-06
757        0.0001164       5.89272e-06
758        0.000175975       1.30311e-05
759        0.000142745       1.15623e-05
760        0.000210305       1.49599e-05
761        0.000182908       1.34972e-05
762        0.000115144       4.42657e-06
763        0.00015237       5.54587e-06
764        0.000208577       2.12917e-06
765        0.000108288       6.97514e-06
766        0.000165747       1.32425e-06
767        0.0002837       1.27906e-05
768        0.00015351       6.48218e-06
769        0.000302921       1.36047e-05
770        9.65012e-05       4.35955e-06
771        0.000323089       1.8265e-05
772        0.000159626       3.7389e-06
773        0.000187206       3.10547e-06
774        0.000276023       1.40666e-05
775        0.000255717       5.76304e-06
776        0.00025182       1.07286e-05
777        0.000161848       8.12444e-06
778        0.000351132       2.85055e-05
779        0.000192378       1.18208e-05
780        0.000228013       1.47282e-05
781        0.000168208       4.847e-06
782        0.00015826       4.93827e-06
783        0.000129076       5.03688e-06
784        0.000472001       2.38145e-05
785        0.000222861       1.15895e-05
786        0.000532057       1.9176e-05
787        0.000166449       1.74027e-05
788        0.000145701       7.36401e-06
789        0.000181073       2.83558e-06
790        0.000187478       5.21527e-06
791        0.000195038       3.56151e-06
792        0.000143187       2.87671e-06
793        0.00019168       1.58275e-05
794        0.00012745       4.02886e-06
795        0.000171783       4.46186e-06
796        0.000201675       3.6572e-06
797        0.000181363       9.68926e-06
798        0.000131871       3.19755e-06
799        9.37816e-05       2.96696e-06
800        0.00019701       6.97758e-06
801        0.000361319       2.5753e-05
802        0.000387344       2.18346e-05
803        0.000168341       2.27985e-06
804        0.00013755       4.48768e-06
805        0.000200831       1.09718e-05
806        0.000233144       5.81948e-06
807        0.000160189       2.6367e-06
808        0.000161961       1.42715e-05
809        0.000103005       3.78743e-06
810        0.000162497       5.84352e-06
811        0.000133929       2.13711e-06
812        0.00016541       3.00496e-06
813        0.000232971       1.15229e-05
814        0.000120183       4.24047e-06
815        0.000106433       1.02741e-05
816        0.00018704       2.32342e-05
817        0.00018261       2.74343e-06
818        0.000288507       6.15628e-06
819        0.000163067       4.18441e-06
820        0.000124543       1.09865e-05
821        0.000176044       5.35686e-06
822        0.000133385       1.99458e-06
823        0.000239409       5.30598e-06
824        0.000119613       4.23303e-06
825        0.000150352       9.48317e-06
826        0.00013849       3.82963e-06
827        0.000217141       9.92593e-06
828        0.000424647       4.13857e-05
829        0.000156652       1.46606e-05
830        0.000177193       7.279e-06
831        0.000170441       5.25908e-06
832        0.000183807       5.51164e-06
833        0.000189624       5.46214e-06
834        0.000220224       7.97608e-06
