Sample   Start  End 
229   May 17 03:27 AM  May 17 11:17 AM 
230   May 17 03:26 AM  May 17 11:15 AM 
231   May 17 03:26 AM  May 17 11:12 AM 
232   May 17 03:26 AM  May 17 11:13 AM 
233   May 17 03:26 AM  May 17 11:12 AM 
234   May 17 03:26 AM  May 17 11:09 AM 
235   May 17 03:25 AM  May 17 11:12 AM 
236   May 17 03:25 AM  May 17 11:19 AM 
237   May 17 03:25 AM  May 17 11:09 AM 
238   May 17 03:24 AM  May 17 11:14 AM 
239   May 17 03:24 AM  May 17 11:12 AM 
240   May 17 03:23 AM  May 17 11:12 AM 
241   May 17 03:23 AM  May 17 01:48 PM 
242   May 17 03:22 AM  May 17 01:45 PM 
243   May 17 03:22 AM  May 17 01:46 PM 
244   May 17 03:14 AM  May 17 01:33 PM 
245   May 17 03:13 AM  May 17 01:33 PM 
246   May 17 03:11 AM  May 17 01:28 PM 
247   May 17 03:10 AM  May 17 01:34 PM 
248   May 17 03:09 AM  May 17 01:34 PM 
249   May 17 03:09 AM  May 17 01:25 PM 
250   May 17 03:08 AM  May 17 01:30 PM 
251   May 17 03:06 AM  May 17 01:25 PM 
252   May 17 03:02 AM  May 17 01:25 PM 
253   May 17 02:57 AM  May 17 01:17 PM 
254   May 17 01:55 AM  May 17 12:20 PM 
255   May 17 01:54 AM  May 17 12:16 PM 
256   May 17 01:53 AM  May 17 12:20 PM 
257   May 17 01:52 AM  May 17 12:25 PM 
258   May 17 01:52 AM  May 17 12:11 PM 
259   May 17 01:51 AM  May 17 12:16 PM 
260   May 17 01:51 AM  May 17 12:08 PM 
261   May 17 01:51 AM  May 17 03:28 AM 
262   May 17 01:50 AM  May 17 03:25 AM 
263   May 17 01:50 AM  May 17 03:25 AM 
264   May 17 01:50 AM  May 17 03:27 AM 
265   May 17 01:49 AM  May 17 03:26 AM 
266   May 17 01:49 AM  May 17 03:23 AM 
267   May 17 01:49 AM  May 17 03:27 AM 
268   May 17 01:49 AM  May 17 03:25 AM 
269   May 17 01:49 AM  May 17 03:25 AM 
270   May 17 01:48 AM  May 17 03:25 AM 
271   May 17 01:48 AM  May 17 03:24 AM 
272   May 17 01:48 AM  May 17 03:25 AM 
273   May 17 01:47 AM  May 17 03:24 AM 
274   May 17 01:47 AM  May 17 03:24 AM 
275   May 17 01:47 AM  May 17 03:24 AM 
276   May 17 01:47 AM  May 17 03:25 AM 
277   May 17 01:46 AM  May 17 03:34 AM 
278   May 17 01:46 AM  May 17 03:23 AM 
279   May 17 01:46 AM  May 17 03:22 AM 
280   May 17 01:45 AM  May 17 03:22 AM 
281   May 17 01:45 AM  May 17 04:22 AM 
282   May 17 01:44 AM  May 17 04:19 AM 
283   May 17 01:43 AM  May 17 04:18 AM 
284   May 17 01:42 AM  May 17 04:35 AM 
285   May 17 01:42 AM  May 17 04:14 AM 
286   May 17 01:35 AM  May 17 04:11 AM 
287   May 17 01:00 AM  May 17 03:36 AM 
288   May 17 12:38 AM  May 17 03:14 AM 
289   May 17 12:36 AM  May 17 03:10 AM 
290   May 17 12:35 AM  May 17 03:09 AM 
291   May 17 12:34 AM  May 17 03:08 AM 
292   May 17 12:34 AM  May 17 03:08 AM 
293   May 17 12:34 AM  May 17 03:09 AM 
294   May 17 12:33 AM  May 17 03:09 AM 
295   May 17 12:29 AM  May 17 03:06 AM 
296   May 17 12:29 AM  May 17 03:02 AM 
297   May 17 12:24 AM  May 17 02:57 AM 
298   May 16 09:59 PM  May 17 12:34 AM 
299   May 16 09:59 PM  May 17 12:34 AM 
300   May 16 09:58 PM  May 17 12:29 AM 
301   May 16 09:58 PM  May 17 01:52 AM 
302   May 16 09:56 PM  May 17 01:49 AM 
303   May 16 09:56 PM  May 17 01:50 AM 
304   May 16 09:56 PM  May 17 01:45 AM 
305   May 16 09:56 PM  May 17 01:50 AM 
306   May 16 09:55 PM  May 17 01:46 AM 
307   May 16 09:55 PM  May 17 01:50 AM 
308   May 16 09:55 PM  May 17 01:47 AM 
309   May 16 09:54 PM  May 17 01:48 AM 
310   May 16 09:54 PM  May 17 01:48 AM 
311   May 16 09:53 PM  May 17 01:46 AM 
312   May 16 09:53 PM  May 17 01:43 AM 
313   May 16 09:52 PM  May 17 01:49 AM 
314   May 16 09:52 PM  May 17 01:50 AM 
315   May 16 09:51 PM  May 17 01:46 AM 
316   May 16 09:51 PM  May 17 01:47 AM 
317   May 16 09:51 PM  May 17 01:42 AM 
318   May 16 09:51 PM  May 17 01:43 AM 
319   May 16 09:47 PM  May 17 01:35 AM 
320   May 16 08:41 PM  May 17 12:35 AM 
321   May 16 08:41 PM  May 17 01:52 AM 
322   May 16 08:38 PM  May 17 01:47 AM 
323   May 16 08:38 PM  May 17 01:54 AM 
324   May 16 08:38 PM  May 17 01:48 AM 
325   May 16 08:38 PM  May 17 01:51 AM 
326   May 16 08:38 PM  May 17 01:53 AM 
327   May 16 08:38 PM  May 17 01:48 AM 
328   May 16 08:37 PM  May 17 01:50 AM 
329   May 16 08:37 PM  May 17 01:45 AM 
330   May 16 08:37 PM  May 17 01:50 AM 
331   May 16 08:37 PM  May 17 01:48 AM 
332   May 16 08:37 PM  May 17 01:49 AM 
333   May 16 08:36 PM  May 17 01:49 AM 
334   May 16 08:35 PM  May 17 01:46 AM 
335   May 16 08:35 PM  May 17 01:55 AM 
336   May 16 08:34 PM  May 17 01:41 AM 
337   May 16 08:33 PM  May 17 01:45 AM 
338   May 16 07:21 PM  May 17 12:24 AM 
339   May 16 07:21 PM  May 17 12:28 AM 
340   May 16 07:21 PM  May 17 12:33 AM 
