#str         HOA (kJ/mol)          error (kJ/mol)   
0 34.1866       0.3103008537
1 30.7059       0.6797955265
2 31.8948       0.6101480830
3 28.9658       0.3708250612
4 31.886       1.3745183738
5 32.1327       0.4870148753
6 33.2407       0.2889486929
7 33.7482       0.3911290890
8 33.9336       0.3392568810
9 30.2208       0.4749812930
10 34.5907       0.8361902023
11 32.9897       0.3340881618
12 29.9572       0.5800277288
13 32.2766       0.4242768089
14 30.429       0.6924984560
15 30.8047       0.9469523128
16 32.8177       0.5285718653
17 32.6333       0.3549920742
18 33.1507       0.3136858370
19 30.9126       0.7352539353
20 30.676       1.4049466413
21 31.561       1.1234439176
22 30.7825       1.1007101917
23 30.3047       1.1738567122
24 32.8471       0.9118939679
25 32.7146       0.4222871578
26 32.1407       0.2168686153
27 31.9557       0.2796940957
28 30.9895       0.8629757836
29 33.2308       0.4941877368
30 32.818       0.1524736720
31 31.5667       0.6487799860
32 33.8982       0.5550001504
33 29.6395       0.3160588052
34 34.3922       0.2720949686
35 33.1992       0.6640203787
36 34.0269       0.8597886469
37 32.2695       0.9067544584
38 30.7993       1.3289503289
39 30.3885       0.8584630581
40 31.9263       0.7567724541
41 32.5095       0.5401498128
42 29.9449       1.3203240632
43 32.772       1.0587142870
44 34.2361       0.8220135253
45 32.9153       0.5739469460
46 32.6677       0.6118763130
47 31.9314       0.5775339538
48 30.0593       1.3669950692
49 33.1489       0.8282177944
50 33.3859       0.8524338685
51 34.5768       0.2772928651
52 34.6774       0.2431731404
53 33.9769       0.5395062983
54 30.5007       0.7368241266
55 33.2286       0.8385001305
56 31.79       0.2451797756
57 34.969       0.2527018875
58 33.201       1.3156913739
59 35.0833       0.4563151538
60 34.4591       0.5008651640
61 32.9461       0.7487196652
62 32.2545       1.2274395636
63 31.7547       0.4603582553
64 33.2734       0.5112337925
65 35.0364       0.3005475998
66 33.9892       0.3577918874
67 33.7772       0.4397499062
68 33.7412       0.8248783105
69 34.179       0.8684641740
70 33.246       0.3264327302
71 32.9583       0.9093654224
72 34.6473       0.8753735782
73 33.2305       0.7848775112
74 33.2444       0.5443624977
75 32.8997       0.3275597740
76 32.2809       0.6274166250
77 31.9323       0.1403945515
78 34.9259       0.7965533906
79 34.3521       0.1410668071
80 34.393       1.0062866436
81 30.5685       0.8202907393
82 30.1929       1.3251288509
83 34.7623       0.3449564413
84 29.3911       0.3197768185
85 33.141       0.6197799213
86 31.4813       0.8157707783
87 34.1023       0.5180832034
88 34.0084       0.3528368017
89 34.1966       0.8292868337
90 32.9603       0.7594462580
91 33.0074       0.5929799313
92 33.3868       0.7684891342
93 32.0051       0.5464719577
94 32.3122       0.7088414916
95 34.9376       2.0328950706
96 29.3515       0.1655021554
97 33.9008       0.5123372380
98 32.2003       0.3450615217
99 34.8027       0.2832320220
100 34.889       0.2709202808
101 34.1457       0.9969384731
102 34.6793       0.4015165829
103 30.581       0.4969358915
104 34.4285       0.2347013840
105 33.9137       0.3882894182
106 31.8447       0.5664001289
107 33.8604       0.8819786678
108 34.0123       0.4698522742
109 30.0404       0.2153805995
110 32.769       0.8806747579
111 34.8427       0.6437600734
112 29.4847       0.1126748672
113 34.0391       0.2337199967
114 32.0818       1.2933766599
115 34.6763       0.5843858341
116 29.729       0.2411895545
117 33.1468       0.5547554628
118 34.3918       0.5588494671
119 37.6405       0.9846463607
120 34.9601       0.3429031228
121 29.6544       0.5267068435
122 29.6178       0.0477591317
123 33.9996       0.6415902689
124 34.5829       0.2723114793
125 32.1011       0.6967154267
126 31.1835       1.2400769479
127 30.6459       0.6387069601
128 32.6853       0.6795272153
129 29.6131       0.2973407154
130 31.6981       0.2759830055
131 35.003       0.5004491715
132 34.5173       0.7155831993
133 33.0257       0.2753387102
134 39.4407       0.6624960914
135 32.8928       0.4569763519
136 30.6648       0.4730254128
137 31.7619       0.6859629439
138 37.9139       0.9221282677
139 32.7995       0.7284473037
140 38.292       1.3195369188
141 35.5503       0.3147184162
142 33.9067       0.5435849807
143 30.2499       2.0557319861
144 32.6739       0.5622122683
145 35.8512       0.6035516655
146 40.4081       1.6187429685
147 30.5528       0.4002533233
148 33.1949       0.8643444428
149 31.501       0.3618036887
150 29.0377       0.3541917216
151 37.4663       1.1405354878
152 34.4522       0.3001459777
153 34.5616       0.1215155203
154 35.8412       0.9267721305
155 29.951       1.6228005003
156 30.8648       0.4417038668
157 35.8166       0.5333757982
158 32.5802       0.6001729613
159 33.6572       0.9097605672
160 31.1907       0.4322845448
161 34.5362       0.3614014093
162 35.8393       0.4425682589
163 35.3207       0.7082108014
164 33.3197       0.4326463394
165 29.057       0.7272959664
166 41.6393       1.1186599090
167 32.6594       0.5455308337
168 29.4167       0.3466992495
169 32.7445       0.1936514004
170 38.4897       1.1685186752
171 34.3121       0.3224240947
172 33.4183       0.8207185995
173 30.3283       0.4956749777
174 36.0681       1.1061365703
175 29.4359       0.2386354138
176 34.1682       0.4825355815
177 29.6736       0.6512176036
178 41.1899       2.4839712259
179 37.7392       0.7011061743
180 35.7867       0.3103973077
181 35.7504       0.8015717140
182 36.3387       0.6170408597
183 33.8528       0.6944689962
184 35.6275       0.2946363683
185 39.5794       0.3567894962
186 35.8971       0.6686594790
187 35.0833       0.3186581192
188 34.9042       0.4678188386
189 34.5197       0.5222250914
190 34.315       0.4935655907
191 40.5988       1.5920039886
192 35.4036       0.5095508784
193 43.0124       1.4602225066
194 34.7519       0.8227762209
195 34.9387       0.4850044298
196 35.2034       0.8967716880
197 34.3031       0.2570827487
198 35.7512       0.5272716320
199 36.0701       0.4617350468
200 38.7675       1.0419026068
201 34.2755       0.4749754618
202 33.4238       0.1480442737
203 33.8327       0.4931175476
204 39.7181       1.1183438775
205 33.006       0.3523745088
206 35.4748       0.6947675356
207 37.868       0.3114150085
208 33.508       0.7590738177
209 38.119       0.8169171354
210 39.7521       0.5388759542
211 35.2054       0.6081047554
212 34.8049       0.6231506056
213 35.0574       0.6251231890
214 33.0826       0.3955738952
215 37.3493       0.4997365137
216 35.174       0.7752070658
217 33.4283       0.7346841130
218 33.9537       0.7457469450
219 30.2643       0.7359596593
220 34.0358       0.7468830653
221 30.892       0.1974376311
222 32.9639       0.8057812509
223 29.2989       0.6722291148
224 34.8504       0.5432128319
225 33.4418       0.8597696679
226 42.5876       0.4183843859
227 30.7141       0.3184582117
228 37.8792       0.4211126313
229 33.538       0.8047534388
230 42.6028       0.7936322068
231 33.7345       0.2148861917
232 36.9345       0.8426550256
233 33.0464       0.4457428865
234 33.9682       0.9020975551
235 37.0625       0.9833633552
236 32.0148       0.3161259923
237 34.8775       1.2129443601
238 32.5186       0.4108299261
239 31.0789       0.7407744691
240 41.9026       2.0756967665
241 29.3149       0.3588724160
242 43.4983       1.8670533656
243 32.0733       0.3831860490
244 37.2255       0.3996199792
245 36.1716       0.7596219097
246 33.1237       0.5703959859
247 33.9349       0.7686949464
248 38.7327       0.8661859705
249 33.3758       0.6614668553
250 34.8285       0.7623551710
251 33.7377       0.9962874069
252 34.2276       0.2827655900
253 35.4975       0.5018557834
254 32.4177       2.1431376479
255 34.2633       0.6793456512
256 37.32       0.7398796665
257 32.5287       0.4815148953
258 30.7363       0.4223429350
259 33.7973       0.4494628943
260 37.2585       0.8942525295
261 39.2252       1.4752203354
262 40.976       0.5584859078
263 35.0763       0.9522363058
264 33.173       0.4928135942
265 36.417       1.9451222277
266 34.2498       0.3283240185
267 33.4589       0.3996612382
268 38.7987       0.4209660299
269 39.2406       1.1842830742
270 33.8925       0.7143072655
271 35.6172       0.7573060292
272 33.3902       0.3279287758
273 34.7101       0.6216386704
274 35.6336       0.3314466101
275 34.706       0.3374562182
276 33.4627       0.4255392704
277 40.5954       0.5259573239
278 34.971       0.4517464622
279 34.3733       0.3480696194
280 34.1271       0.7257679722
281 39.9022       2.3060759484
282 33.4656       0.4859680028
283 34.3215       0.4788156625
284 35.0139       0.6441024641
285 35.6163       1.8672260407
286 40.2792       0.3869244112
287 34.524       0.3785172697
288 35.207       0.4068100974
289 37.1655       0.5075879812
290 42.2974       1.2058408508
291 35.8117       1.2055210494
292 32.9088       0.6084785239
293 35.8013       1.3383255770
294 32.8219       0.6423108192
295 34.9607       0.6114951601
296 32.9875       0.6613544136
297 31.8806       0.5021985659
298 32.5384       0.6171258199
299 32.9959       1.7315212124
300 34.5613       0.8214023699
301 32.0308       0.2627045807
302 35.9624       0.6584198749
303 40.6119       0.7375917611
304 32.7563       0.3109378470
305 34.6628       1.2126270604
306 33.3678       0.5737037493
307 37.6964       1.6626006765
308 34.6705       1.2332511940
309 35.0843       0.9020831841
310 34.1806       0.5646575218
311 33.1968       0.4781006922
312 35.8562       0.8914947538
313 33.6308       0.6945078046
314 36.2214       0.1881795281
315 39.6875       0.6279716416
316 36.9       0.5211726475
317 33.3216       0.8726052114
318 35.6154       0.7198676841
319 37.2033       0.9183891951
320 39.4403       0.9511556746
321 37.3329       0.5801283414
322 43.0822       1.9750615696
323 36.2676       0.8217584166
324 36.2927       0.8982107753
325 34.5706       0.5070789241
326 35.8872       0.5004847917
327 41.7851       0.6021457074
328 38.1376       1.4121932259
329 36.6215       1.1837612762
330 36.7185       1.1436430336
331 35.8007       0.5896812679
332 33.4174       0.7342180195
333 39.0705       0.6347626379
334 36.2665       1.3083699630
335 34.3119       0.3916311041
336 35.3008       0.6455973436
337 35.8983       0.4470679083
338 35.3449       0.4917875658
339 34.4351       0.3916232902
340 37.2635       1.5037751059
341 32.032       0.4327219180
342 35.8352       0.7647885599
343 36.2855       0.6832938819
344 38.5263       1.1725376086
345 34.0612       0.6961342346
346 42.3519       0.4032756478
347 36.5763       2.9915084591
348 31.9503       0.3664146144
349 32.8392       0.3583660584
350 34.7938       0.8751642763
351 32.5945       0.9944899082
352 33.6107       0.7434981435
353 34.7382       0.2944414086
354 33.3613       0.1449099684
355 36.185       1.2862999373
356 36.6617       0.9110965717
357 32.2088       0.6952409808
358 35.0857       1.3429334727
359 34.1882       0.8935858899
360 31.9339       0.2726531831
361 39.4735       0.8805109900
362 40.2979       1.0525544288
363 34.4693       0.6606084898
364 35.1494       2.2796217142
365 44.8666       1.2983980395
366 41.3062       1.0549223986
367 33.6584       0.5033440025
368 33.8295       0.4307043380
369 39.6217       0.9369055137
370 37.8894       2.4778263010
371 33.7185       0.4866556754
372 39.9047       0.6752337482
373 42.5083       1.0296447054
374 37.3456       1.3516634289
375 41.5369       1.2274470736
376 38.3103       0.6545160152
377 38.8951       0.4542610727
378 32.9243       0.1853548675
379 35.1416       0.2130505197
380 40.7224       1.5159868859
381 38.0103       2.1926218388
382 37.6559       0.8929272100
383 33.2748       0.4351695289
384 39.0342       1.6659142720
385 43.9204       0.5984248433
386 39.1187       1.0379535199
387 35.0656       2.2076089339
388 32.6497       0.3556137964
389 40.5098       0.8621314529
390 33.0586       0.3731897283
391 36.4127       0.8508638325
392 38.9876       0.7708571651
393 44.3229       1.6987166864
394 34.5836       0.3791458346
395 44.7944       2.7544161686
396 39.9807       1.5026015435
397 38.1828       0.2899376355
398 46.2226       0.9173133372
399 36.7062       0.2651776676
400 40.8456       0.6639520366
401 34.4942       0.8460696326
402 32.721       0.7379860740
403 40.9594       0.8998723984
404 33.076       0.4737800848
405 45.0408       1.6551141218
406 33.309       0.2785079007
407 41.2771       0.8120104257
408 40.4486       0.5762046304
409 36.4525       0.4434025586
410 41.4785       0.7572091063
411 35.2227       0.9239355681
412 33.3152       0.4025400202
413 42.6427       1.4611719881
414 41.478       0.8177124419
415 37.535       0.6691423597
416 32.5516       0.4956879569
417 35.0563       1.5798046104
418 40.3386       0.9107297772
419 43.6576       1.6662602713
420 32.3629       0.9554294274
421 34.8079       0.1950733341
422 33.6116       0.6540849166
423 29.4193       0.4345619720
424 32.7074       0.4671045469
425 33.2725       0.5979828354
426 22.1005       1.1193259126
427 35.129       0.4617333618
428 33.0203       0.5222708867
429 32.6263       2.2027741275
430 22.6373       1.2087888405
431 34.6379       1.2489814045
432 29.2099       0.2817034003
433 34.0286       1.7221400794
434 22.2729       1.2142668348
435 34.4354       0.4728111029
436 33.2289       0.5374610573
437 31.636       0.2745602435
438 33.3884       0.3786215181
439 33.0976       1.3901439659
440 32.6819       0.4338467927
441 34.8939       0.2642740514
442 31.2352       0.5105153135
443 32.2399       0.7357759151
444 32.5772       0.6041144344
445 34.8756       0.5988913768
446 33.5656       0.9201790609
447 33.4426       1.2550558277
448 33.0891       0.3084679688
449 31.4236       0.8123593839
450 29.2635       0.4981734974
451 33.3575       0.5017020648
452 21.4692       1.0056812602
453 33.23       2.6327745432
454 31.37       0.5315329238
455 33.4581       1.1555009184
456 31.6123       0.4718033900
457 33.1392       1.5465541436
458 33.4474       0.7309757393
459 33.1209       0.6908874562
460 34.759       0.4228111875
461 33.1889       0.6767376597
462 33.665       2.4830814496
463 34.9099       0.2570682617
464 32.1338       0.5762027191
465 32.625       0.2054763411
466 34.7898       0.4392206603
467 34.8891       0.6543872961
468 34.8428       0.6669726074
469 34.644       0.2549914273
470 31.5505       0.6121026123
471 31.909       0.8975377109
472 33.6545       0.4170401567
473 33.4771       0.6673416619
474 32.1107       0.8859732513
475 29.4754       0.6509183795
476 29.2431       0.1985234818
477 31.2048       0.7122061447
478 34.017       0.7431806413
479 31.6574       1.0396127305
480 28.722       0.5192188759
481 31.6815       0.8719226007
482 31.8858       1.1004051001
483 34.2211       0.4727962301
484 31.6967       1.0124833094
485 31.6395       0.8579756847
486 31.6299       0.5940689754
487 31.8341       1.0938761929
488 31.7611       0.7557045629
489 31.9337       0.8105941393
490 34.6376       0.7011819127
491 31.7056       0.6988849892
492 34.2318       0.5756301309
493 29.5123       0.3963797767
494 31.9977       0.8711183467
495 31.7167       0.5446535667
496 31.3878       0.7669230550
497 33.709       0.4479797292
498 34.3192       0.7382987247
499 31.8847       0.6191631554
500 33.4112       0.5285188919
501 34.3136       0.2225990461
502 33.3486       0.4078853455
503 34.5193       0.4361153403
504 31.5003       0.5281971290
505 29.5134       0.5146319022
506 31.8158       0.4583500413
507 34.4014       0.6630214263
508 33.6152       0.4363088362
509 29.1443       0.8677006669
510 34.3768       0.5702492762
511 33.6391       0.9792340375
512 32.3314       0.6430108857
513 31.5867       0.5157299297
514 34.5335       1.0123974027
515 33.5721       0.6077763829
516 29.3165       0.5150279734
517 33.538       0.5775805596
518 34.7137       1.4612839512
519 34.4033       0.5249956634
520 32.5938       0.7864775564
521 29.918       0.3405020796
522 30.8648       0.5155917415
523 30.1692       0.9043865816
524 30.0004       0.2804711462
525 29.6744       0.8150925646
526 31.7566       0.5518638452
527 34.0908       0.6882853265
528 34.6816       0.3763128690
529 29.8396       0.5603504028
530 30.2241       0.3282682578
531 31.5354       0.7639940844
532 29.394       0.2916885326
533 32.6737       0.2847582990
534 32.8986       0.6610351235
535 30.5424       0.3150404839
536 33.5827       0.5369689815
537 32.2689       0.5672793280
538 31.4196       0.5229688030
539 34.4874       0.3935498604
540 31.1611       0.9398219097
541 31.6109       0.5783096372
542 29.9183       0.5670352687
543 30.1018       0.5741784155
544 33.5148       0.5766694337
545 32.485       0.8699916204
546 29.8096       0.3516020583
547 34.7658       0.4060030038
548 33.3445       0.3082697180
549 30.5005       0.4285147690
550 34.6052       0.8468605079
551 29.4581       0.1256393523
552 34.7019       0.6074310425
553 30.56       0.3833829910
554 30.8987       0.8387701684
555 33.3453       0.3956620029
556 30.1503       0.3628829539
557 32.9368       0.7596635044
558 32.6358       0.4287065496
559 34.6046       0.4110148496
560 30.7273       1.5772122176
561 31.5707       0.9459994151
562 32.9288       0.7190007001
563 33.5151       0.2057233647
564 34.7815       1.2265729112
565 30.8524       1.3248460039
566 29.3827       0.8119840607
567 32.418       0.9001188697
568 33.0562       0.8271364946
569 32.4566       1.0296942931
570 33.0964       0.5120046253
571 32.923       0.4195907821
572 29.162       0.3514796489
573 32.9316       0.2207253297
574 33.0779       0.4649909225
575 33.0666       0.8968232504
576 33.0747       0.3327616636
577 33.1874       0.5139092086
578 32.873       0.3579407931
579 34.0166       0.6369927756
580 32.8857       0.1069789176
581 29.3508       0.1212247519
582 29.278       0.2756677964
583 32.8289       0.1670716784
584 33.1059       0.5476797638
